['Kostochka_A', 'Combinatorics', 29],
['Laugesen_R', 'Analysis of PDEs', 6],
['Laugesen_R', 'Classical Analysis and ODEs', 7],
['Laugesen_R', 'Complex Variables', 1],
['Laugesen_R', 'Non-Math', 1],
['Laugesen_R', 'Numerical Analysis', 1],
['Laugesen_R', 'Optimization and Control', 1],
['Laugesen_R', 'Spectral Theory', 8],
['Leininger_C', 'Geometric Topology', 42],
['Leininger_C', 'Group Theory', 6],
['Lerman_E', 'Category Theory', 1],
['Lerman_E', 'Differential Geometry', 10],
['Lerman_E', 'Dynamical Systems', 5],
['Lerman_E', 'Non-Math', 9],
['Lerman_E', 'Symplectic Geometry', 18],
['Li_S', 'Algebraic Geometry', 4],
['Li_S', 'Analysis of PDEs', 2],
['Li_S', 'Combinatorics', 12],
['Li_S', 'Complex Variables', 9],
['Li_S', 'Dynamical Systems', 1],
['Li_S', 'Functional Analysis', 8],
['Li_S', 'Group Theory', 2],
['Li_S', 'Metric Geometry', 8],
['Li_S', 'Non-Math', 134],
['Li_S', 'Number Theory', 4],
['Li_S', 'Numerical Analysis', 2],
['Li_S', 'Optimization and Control', 1],
['Li_S', 'Probability', 7],
['Li_S', 'Quantum Algebra', 3],
['Li_S', 'Representation Theory', 2],
['Li_S', 'Symplectic Geometry', 1],
['Li_X', 'Algebraic Geometry', 1],
['Li_X', 'Analysis of PDEs', 4],
['Li_X', 'Classical Analysis and ODEs', 10],
['Li_X', 'Combinatorics', 38],
['Li_X', 'Complex Variables', 1],
['Li_X', 'Differential Geometry', 7],
['Li_X', 'Dynamical Systems', 1],
['Li_X', 'Group Theory', 1],
['Li_X', 'Non-Math', 89],
['Li_X', 'Number Theory', 16],
['Li_X', 'Numerical Analysis', 4],
['Li_X', 'Operator Algebras', 13],
['Li_X', 'Optimization and Control', 1],
['Li_X', 'Probability', 14],
['Luu_M', 'Non-Math', 5],
['McCarthy_R', 'Algebraic Topology', 5],
['McCarthy_R', 'K-Theory and Homology', 1],
['McCarthy_R', 'Non-Math', 88],
['Mineyev_I', 'Group Theory', 1],
['Mineyev_I', 'Metric Geometry', 1],
['Mineyev_I', 'Operator Algebras', 2],
['Nevins_T', 'Algebraic Geometry', 15],
['Nevins_T', 'Non-Math', 1],
['Nevins_T', 'Representation Theory', 1],
['Nevins_T', 'Rings and Algebras', 2],
['Nikolaev_I', 'Algebraic Geometry', 9],
['Nikolaev_I', 'Differential Geometry', 1],
['Nikolaev_I', 'Geometric Topology', 7],
['Nikolaev_I', 'K-Theory and Homology', 2],
['Nikolaev_I', 'Metric Geometry', 1],
['Nikolaev_I', 'Non-Math', 125],
['Nikolaev_I', 'Number Theory', 12],
['Nikolaev_I', 'Operator Algebras', 16],
['Pascaleff_J', 'Algebraic Topology', 1],
['Pascaleff_J', 'Symplectic Geometry', 3],
['Rapti_Z', 'Non-Math', 16],
['Rezk_C', 'Algebraic Topology', 22],
['Rezk_C', 'Category Theory', 1],
['Reznick_B', 'Algebraic Geometry', 7],
['Reznick_B', 'Combinatorics', 2],
['Reznick_B', 'Number Theory', 8],
['Ruan_Z', 'Analysis of PDEs', 4],
['Ruan_Z', 'Functional Analysis', 1],
['Ruan_Z', 'Non-Math', 15],
['Ruan_Z', 'Operator Algebras', 9],
['Schenck_H', 'Algebraic Geometry', 20],
['Schenck_H', 'Algebraic Topology', 1],
['Schenck_H', 'Combinatorics', 3],
['Schenck_H', 'Commutative Algebra', 9],
['Schenck_H', 'Non-Math', 4],
['Schenck_H', 'Numerical Analysis', 2],
['Solecki_S', 'Combinatorics', 4],
['Solecki_S', 'Dynamical Systems', 1],
['Solecki_S', 'Functional Analysis', 3],
['Solecki_S', 'Logic', 4],
['Solecki_S', 'Representation Theory', 1],
['Song_R', 'Non-Math', 1],
['Song_R', 'Probability', 8],
['Song_R', 'Statistics Theory', 1],
['Sowers_R', 'Non-Math', 6],
['Sowers_R', 'Probability', 2],
['Stojanoska_V', 'Algebraic Topology', 8],
['Stojanoska_V', 'History and Overview', 1],
['Stojanoska_V', 'Number Theory', 1],
['Tolman_S', 'Differential Geometry', 8],
['Tolman_S', 'Non-Math', 5],
['Tolman_S', 'Symplectic Geometry', 17],
['Tserunyan_A', 'Dynamical Systems', 1],
['Tserunyan_A', 'Logic', 2],
['Tserunyan_A', 'Non-Math', 2],
['Tumanov_A', 'Analysis of PDEs', 2],
['Tumanov_A', 'Complex Variables', 16],
['Tumanov_A', 'Dynamical Systems', 1],
['Tumanov_A', 'Metric Geometry', 1],
['Tumanov_A', 'Non-Math', 6],
['Tumanov_A', 'Symplectic Geometry', 2],
['Tyson_J', 'Analysis of PDEs', 3],
['Tyson_J', 'Complex Variables', 1],
['Tyson_J', 'Differential Geometry', 1],
['Tyson_J', 'Dynamical Systems', 1],
['Tyson_J', 'Functional Analysis', 1],
['Tyson_J', 'Geometric Topology', 1],
['Tyson_J', 'Metric Geometry', 6],
['Tyson_J', 'Non-Math', 67],
['Tzirakis_N', 'Analysis of PDEs', 19],
['Tzirakis_N', 'Non-Math', 5],
['Wu_J', 'Algebraic Geometry', 1],
['Wu_J', 'Algebraic Topology', 23],
['Wu_J', 'Analysis of PDEs', 16],
['Wu_J', 'Combinatorics', 2],
['Wu_J', 'Complex Variables', 1],
['Wu_J', 'Differential Geometry', 19],
['Wu_J', 'Dynamical Systems', 1],
['Wu_J', 'Functional Analysis', 9],
['Wu_J', 'Group Theory', 1],
['Wu_J', 'Metric Geometry', 1],
['Wu_J', 'Non-Math', 104],
['Wu_J', 'Number Theory', 14],
['Wu_J', 'Operator Algebras', 4],
['Wu_J', 'Probability', 4],
['Yong_A', 'Algebraic Geometry', 8],
['Yong_A', 'Combinatorics', 35],
['Yong_A', 'History and Overview', 1],
['Yong_A', 'Representation Theory', 1],
['Zaharescu_A', 'Classical Analysis and ODEs', 2],
['Zaharescu_A', 'Complex Variables', 1],
['Zaharescu_A', 'Dynamical Systems', 1],
['Zaharescu_A', 'Non-Math', 2],
['Zaharescu_A', 'Number Theory', 41],
['Zharnitsky_V', 'Analysis of PDEs', 2],
['Zharnitsky_V', 'Classical Analysis and ODEs', 1],
['Zharnitsky_V', 'Dynamical Systems', 4],
['Zharnitsky_V', 'Non-Math', 9],
